122, 0, 0, 88.0, 76, 105, 142, 158, 42, 174, 92, 89.0, 81, 88, 131, 138, 0, 0
123, 0, 0, 88.0, 75, 104, 146, 161, 42, 174, 92, 89.0, 81, 88, 131, 138, 0, 0
123, 0, 0, 88.0, 75, 96, 151, 157, 42, 174, 92, 89.0, 81, 87, 131, 137, 0, 0
123, 0, 0, 88.0, 75, 87, 155, 152, 42, 174, 92, 89.0, 81, 87, 131, 137, 0, 0
123, 0, 0, 88.0, 75, 79, 157, 147, 42, 174, 92, 89.0, 81, 87, 131, 136, 0, 0
123, 0, 0, 88.0, 75, 70, 159, 140, 42, 174, 92, 89.0, 81, 86, 131, 136, 0, 0
123, 0, 0, 88.0, 75, 63, 159, 133, 42, 174, 92, 89.0, 81, 86, 131, 135, 0, 0
123, 0, 0, 88.0, 75, 56, 159, 125, 42, 174, 92, 89.0, 81, 85, 131, 135, 0, 0
123, 0, 0, 88.0, 75, 50, 157, 117, 42, 174, 92, 89.0, 81, 85, 131, 135, 0, 0
124, 0, 0, 88.0, 78, 52, 155, 117, 45, 174, 92, 89.0, 83, 86, 132, 137, 0, 0
125, 0, 0, 88.0, 80, 54, 152, 117, 47, 174, 92, 89.0, 85, 88, 132, 138, 0, 0
126, 0, 0, 88.0, 82, 56, 149, 116, 49, 174, 92, 89.0, 86, 90, 132, 140, 0, 0
127, 0, 0, 88.0, 84, 59, 146, 115, 52, 174, 92, 89.0, 88, 92, 132, 142, 0, 0
127, 0, 0, 88.0, 86, 61, 142, 114, 54, 174, 92, 89.0, 89, 94, 131, 143, 0, 0
127, 0, 0, 88.0, 88, 64, 138, 113, 56, 174, 92, 89.0, 91, 96, 130, 145, 0, 0
